Wavenumber,WD23MI02,WD33MI03,SH55MI02,SH54MI11,SH63MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,SH63MI39,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,SH63MI43,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,JFL19BMI11,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,OK14MI08,WD70MI01B,WD12MI06,WD35MI01,OK14MI09,WD07MI01B,SH63MI53,FI38MI05A,SH58MI01,SH63MI34,SH01MI21,OK17MI05A,SH63MI22,FI45MI04A,SH63MI27,JFL30AMI12,VS73MI02,SH63MI25,SH63MI31,SH63MI24,Newman,CD33_12-2-2
1232.311,2.162411333,1.441123333,2.289252,2.328903667,2.91381175,2.05736625,2.066428333,1.857551,1.32637575,3.624459,2.966922,1.313134333,2.097968667,1.5580825,1.285369667,1.994650333,4.0738015,2.2425555,2.2974765,1.774726,1.608129333,3.294164667,1.099897,1.647276,1.739441333,2.3322265,1.401876,2.228168,1.911540333,1.986493,1.45985,1.681932,1.612619,1.654421667,1.5377865,1.7846935,1.694947667,2.568662889,2.015955333,2.027694,1.989115333,1.641021667,1.725696,2.515676333,2.837140667,2.394380667,1.369367333,1.789501,1.548416,2.475496667,2.261919667,2.80187625,2.285643667,1.973663,2.885625,,
1234.239,2.137048222,1.393291667,2.247053667,2.156478333,2.878189,2.04433325,2.009809333,1.772674667,1.262706,3.503945,2.961850667,1.233629333,2.039349,1.4669535,1.212501333,1.941776333,3.932182,2.0523245,2.2046055,1.722227,1.541624667,2.969413667,1.020283667,1.510763333,1.651305667,2.3068315,1.324088,2.111737,1.861862667,1.902538333,1.407229,1.577996667,1.5499625,1.587553333,1.489143,1.740165,1.595399667,2.430285222,1.904709,1.9988665,1.891556667,1.546523333,1.618456333,2.393715333,2.669612,2.386885333,1.281027333,1.689617667,1.503007,2.359523333,2.145393667,2.75488425,2.225436333,1.954543667,2.7875,,
1236.167,2.061748111,1.348361667,2.194031333,1.992325667,2.81777925,2.03081,1.943665,1.700276,1.2034485,3.318792333,2.964117667,1.165244667,1.985232667,1.38221025,1.149092,1.893713333,3.7400845,1.9882565,2.1214495,1.666958333,1.480655,2.672093,0.9510952,1.409520333,1.572558667,2.2931535,1.257672333,1.972321222,1.806353,1.823100667,1.359388,1.494781,1.4954955,1.525069,1.44585,1.703454,1.511452333,2.293838111,1.818598,1.964947,1.808014,1.536095,1.533063,2.296393,2.632701667,2.339652222,1.204735,1.592808333,1.461394,2.253176,2.03943,2.70159,2.154739,1.934415333,2.646451,,
1238.096,1.960774,1.303462667,2.124093333,1.820324333,2.7401965,2.0153865,1.865682,1.632997667,1.1472495,3.051926,2.953461333,1.101550333,1.929169,1.3023015,1.08983,1.842915667,3.456117,1.849357,2.030711,1.604700333,1.423984,2.244716667,0.889008733,1.307928333,1.504965333,2.1614365,1.195839,1.868784333,1.743216,1.744944667,1.313888,1.418070333,1.4454765,1.464454,1.4032195,1.654468,1.433439667,2.178937778,1.737418,1.92616,1.727421333,1.456119667,1.457769333,2.196227,2.500308,2.280133778,1.135232333,1.491583333,1.4205075,2.115304667,1.927358,2.61283975,2.071218667,1.908600333,2.461628333,,
1240.025,1.920055222,1.265318667,2.047543,1.675644333,2.76059475,1.998305,1.783135333,1.572352667,1.09629175,2.888546667,2.936005,1.045955667,1.873153,1.23349,1.036093667,1.794340667,3.2939205,1.746384,1.934181,1.541938667,1.373816,1.906811667,0.834616,1.223054667,1.447492,2.023947,1.140880667,1.772777556,1.679217333,1.675783,1.2750875,1.351925,1.4006895,1.409204,1.365007,1.601444,1.366820667,2.062060889,1.668289667,1.88408,1.658212333,1.368719,1.389159667,2.105425333,2.420359,2.199826111,1.074570667,1.398357667,1.382029,1.979943667,1.821933,2.51221225,1.987519,1.878526667,2.267380333,,
1241.953,1.862533,1.230912333,1.959452,1.541984333,2.75804625,1.9781135,1.694331667,1.513477,1.04924825,2.629691333,2.900254,0.995410867,1.816368667,1.1704115,0.986991367,1.74438,3.102938,1.631998,1.8190585,1.481004333,1.326221333,1.761696333,0.785895067,1.143546333,1.392503,1.863511,1.090365333,1.687882,1.613298,1.611041333,1.237347,1.291502,1.356785,1.356316333,1.3291415,1.546016,1.305241,1.944981111,1.599451333,1.8345895,1.590937333,1.283616333,1.324041333,2.011081667,2.263034,2.106863333,1.019614333,1.309797667,1.3445045,1.837352333,1.731907,2.377026,1.895050667,1.839276667,2.081492333,,
1243.882,1.793617444,1.198016667,1.869209667,1.435129667,2.7322,1.95671,1.60717,1.458862333,1.006697,2.32022,2.859496,0.9504275,1.764996333,1.1127535,0.9440268,1.696825333,2.929494,1.5479455,1.703923,1.428827333,1.283231667,1.799534,0.743046467,1.075191,1.342867,1.7173365,1.045024333,1.620964111,1.549985333,1.553476,1.2006845,1.237713,1.315707,1.308883667,1.2947075,1.4906685,1.251226333,1.868001333,1.535912333,1.783376,1.529381667,1.219391,1.269899667,1.93112,2.110861667,2.011912889,0.971170067,1.232124667,1.3107395,1.712876,1.661564667,2.23196675,1.806129333,1.794413667,2.023975,,
1245.81,1.748877556,1.166432,1.775225333,1.337847,2.68627025,1.93258725,1.520529,1.407976667,0.96709275,2.124829667,2.822595667,0.908208,1.713894667,1.06016475,0.904645033,1.649299333,2.785025,1.466743,1.5730885,1.374684,1.242034333,1.680544333,0.704569267,1.012048433,1.296179333,1.562456,1.0031951,1.550302,1.486808667,1.498563667,1.165197,1.188285,1.277029,1.264476333,1.261019,1.4431845,1.201374,1.794955,1.474086,1.730435,1.471117333,1.159501667,1.220558,1.857504333,1.964983,1.906247444,0.927443867,1.161092,1.279956,1.593847667,1.592088333,2.0693715,1.713004333,1.743506333,1.914264667,,
1247.739,1.694384,1.137009667,1.687512667,1.255648667,2.631632,1.90719475,1.441833,1.361126333,0.93097335,2.107621333,2.782006,0.8699685,1.66472,1.01381975,0.868963267,1.604472667,2.677661,1.3908865,1.4551435,1.324103667,1.203784,1.580519333,0.670488933,0.957009333,1.254883333,1.4235275,0.965788333,1.482587111,1.427768333,1.448124667,1.1348035,1.144464667,1.242353,1.223433,1.228976,1.4045555,1.156882667,1.722636111,1.4215,1.680222,1.419638667,1.100413667,1.176687333,1.793985667,1.881885667,1.816572556,0.888494,1.097844333,1.2500975,1.496025,1.531315667,1.9205225,1.62652,1.691490667,1.807495,,
1249.667,1.639024778,1.108703667,1.602059,1.180926333,2.5554665,1.879395,1.367618667,1.316329,0.897450025,1.955397333,2.736160333,0.834414867,1.616865333,0.9711287,0.835192267,1.560661,2.638499,1.3196565,1.3639305,1.277453333,1.167993,1.491921333,0.6398247,0.906511867,1.21734,1.2916785,0.931037133,1.426136889,1.371391,1.400080333,1.1069415,1.104234667,1.2091495,1.184898,1.1985355,1.3620315,1.115812333,1.659866556,1.372662,1.630781,1.371350667,1.044639,1.135836,1.733331667,1.787165,1.736391333,0.852786733,1.039495233,1.220231,1.404327,1.476832,1.77215675,1.541289,1.635077333,1.698239333,,
1251.596,1.582109556,1.082574,1.525471333,1.117411333,2.47863325,1.850527,1.301349333,1.275312,0.86662895,1.835439,2.695477667,0.802185533,1.574115,0.932302175,0.803615,1.518758667,2.5314995,1.259002,1.2832135,1.238182333,1.135396333,1.408740333,0.612424633,0.8617356,1.183069667,1.1940795,0.899448133,1.376373222,1.320957333,1.355492,1.0806775,1.068889667,1.178526,1.149601667,1.1705425,1.319142,1.078905333,1.599483889,1.328141,1.586031,1.327904333,0.996019433,1.099539,1.679842,1.708385,1.659373111,0.820565933,0.9877629,1.191177,1.323237,1.427152333,1.6523435,1.464962333,1.578532333,1.606874333,1.58023784,1.303154977
1253.524,1.528289556,1.057011333,1.452132,1.060605667,2.38973025,1.819098,1.240031333,1.236865,0.8378123,1.712297667,2.649407333,0.7720168,1.534677667,0.8963821,0.773830067,1.475936333,2.416173,1.203597,1.206368,1.199468333,1.104450667,1.325247667,0.587563533,0.820617433,1.150200667,1.115838,0.8699845,1.332116778,1.274030333,1.313007,1.0539885,1.036366667,1.149121,1.116101333,1.1427775,1.28009,1.044722,1.541375222,1.284515667,1.5398365,1.28717,0.9486901,1.065961,1.628677333,1.630090667,1.582354444,0.790847367,0.9399704,1.1637645,1.247560333,1.378182667,1.53827975,1.393052667,1.522231667,1.521950333,1.529290895,1.27447155
1255.453,1.484907111,1.032468333,1.386517333,1.011187667,2.3073935,1.78718225,1.185995667,1.201399,0.811095575,1.612738,2.609946,0.7439198,1.498535,0.863608875,0.7463795,1.434358,2.287415,1.155686,1.142006,1.161216333,1.075450667,1.257088333,0.565183533,0.783584167,1.119604,1.0509325,0.842785033,1.286777111,1.231612,1.273472667,1.028663,1.006145333,1.1217185,1.085314,1.1163255,1.250702,1.013414333,1.49092,1.243723333,1.495314,1.249940333,0.906304133,1.034916,1.580381667,1.564639667,1.507418444,0.763582867,0.896637267,1.1383055,1.182645333,1.333247667,1.44499625,1.328579667,1.469387,1.444636333,1.480537571,1.246607325
1257.381,1.458661556,1.0084899,1.325894667,0.9669204,2.2409385,1.75325575,1.136792,1.167698333,0.7858329,1.523224333,2.572928,0.717087,1.462939,0.83316285,0.7201854,1.393415667,2.158614,1.111542,1.0855155,1.126508667,1.047189333,1.197286,0.544658833,0.749148233,1.090557,0.99241225,0.817260633,1.243498889,1.190735667,1.235345,1.00425825,0.977517767,1.0956115,1.055775667,1.090607,1.223931,0.983823433,1.440658333,1.206223333,1.4522935,1.214479,0.8677185,1.005265633,1.532646667,1.505595333,1.443010222,0.738260733,0.856787467,1.112778,1.124661,1.291537667,1.3616625,1.269375667,1.417446333,1.370977,1.433908528,1.21954636
1259.31,1.430351111,0.985796033,1.271226,0.927610633,2.17877875,1.71760975,1.092986,1.136023667,0.762219775,1.451238667,2.535191,0.692333533,1.428644333,0.805166075,0.695575,1.355390667,2.1356575,1.0721485,1.035741,1.096062667,1.020743333,1.142916,0.525977933,0.7177328,1.063859333,0.9412177,0.793771333,1.205187644,1.153246333,1.199499333,0.98052505,0.9510485,1.071242,1.028083433,1.066252,1.1982985,0.956460567,1.391867333,1.172448333,1.4113285,1.18152,0.8334732,0.9778909,1.487960333,1.455012667,1.388508778,0.7151872,0.820720667,1.0877705,1.073727,1.252806667,1.294894,1.216724333,1.369267,1.306656,1.389331366,1.193272612
1261.238,1.385942444,0.963826233,1.219359,0.891370533,2.10976125,1.68037825,1.052610667,1.106058333,0.739842925,1.384626,2.498713333,0.6688866,1.395029333,0.7791288,0.672253167,1.31882,2.0936585,1.035153,0.98827965,1.067388,0.9957024,1.091079333,0.508705233,0.688309933,1.038731667,0.8945824,0.7717962,1.168715278,1.118743333,1.165406667,0.95693945,0.926171967,1.0480385,1.0016899,1.042608,1.170685,0.930579667,1.346831333,1.140869,1.37073,1.150163667,0.8021831,0.952098067,1.444012333,1.40771,1.331813778,0.6936728,0.787424833,1.063484,1.026919667,1.215639,1.23428625,1.166219333,1.322633333,1.250508333,1.346738945,1.167770451
1263.167,1.344735889,0.942792567,1.171808333,0.8584115,2.0416875,1.6433575,1.016363667,1.078343333,0.719041575,1.327015333,2.460364,0.646711633,1.364654333,0.75523405,0.6504672,1.284445667,2.0536335,1.00166275,0.94508275,1.041390967,0.972005167,1.046593333,0.492838633,0.6612622,1.015480333,0.8538761,0.7513818,1.133878733,1.088664,1.133607667,0.9352167,0.903168033,1.02600635,0.9772496,1.019714,1.1436145,0.9065114,1.307795667,1.111544333,1.3323745,1.121143333,0.773535533,0.9280543,1.402176667,1.364012667,1.280867,0.673815,0.757084233,1.040863,0.984980033,1.181451333,1.18189175,1.120411667,1.280272333,1.202466,1.30606158,1.143024156
1265.095,1.314616111,0.922049933,1.126323333,0.8274662,1.96975925,1.60567025,0.982709733,1.051913333,0.699418925,1.274129,2.417240333,0.625252133,1.336104333,0.732808875,0.6296003,1.251496,2.002353,0.970422,0.90699745,1.017411267,0.9490754,1.0061662,0.478018233,0.6357886,0.993483833,0.8177034,0.732006367,1.101941833,1.060515667,1.103232333,0.9136779,0.8812733,1.00453755,0.953928133,0.99767975,1.1160455,0.8836351,1.272709778,1.083496667,1.29543,1.093330333,0.748199367,0.905141733,1.361844667,1.322287667,1.236078667,0.6552128,0.728542267,1.01818415,0.9466799,1.148285333,1.13481025,1.077928,1.241303333,1.158273333,1.267234346,1.11901841
1267.024,1.278529,0.902429733,1.084245333,0.798918433,1.90250175,1.56826975,0.952061833,1.0268,0.680946525,1.226189,2.375237,0.6050593,1.309182333,0.711953375,0.610300533,1.220291333,1.952773,0.94208,0.8735394,0.995354833,0.927454767,0.970400433,0.464264933,0.6121418,0.9726665,0.785554,0.7138156,1.073545433,1.034143,1.074707333,0.8933582,0.860777367,0.9847397,0.931948767,0.97703465,1.08802,0.8621784,1.236308778,1.057666333,1.2616095,1.067298667,0.7262016,0.883961367,1.324316667,1.284592,1.193987111,0.637890767,0.702170333,0.9961495,0.912663367,1.116870333,1.09365475,1.039041333,1.205924333,1.118434333,1.230190249,1.095737814
1268.952,1.248815444,0.883826267,1.044653,0.7721592,1.8337675,1.5318305,0.923375767,1.0028555,0.663319025,1.181214333,2.331841333,0.585909133,1.283289333,0.6923234,0.591957067,1.190261667,1.9013715,0.9150593,0.8414889,0.9745463,0.9065337,0.9389782,0.4513028,0.5897534,0.9525877,0.7560603,0.696484933,1.041996011,1.0092057,1.047357333,0.87418515,0.8412614,0.9657796,0.910781967,0.95677885,1.059723,0.8417214,1.200222667,1.033762667,1.2287825,1.042261,0.706279067,0.863544967,1.28804,1.248511667,1.153797333,0.621533967,0.677466667,0.97436395,0.8813205,1.086909667,1.0559545,1.002354967,1.172492,1.080888333,1.194866595,1.073167362
1270.88,1.224984222,0.8659851,1.007960333,0.7472389,1.779254,1.49718775,0.897113567,0.9803876,0.646629,1.140419,2.290960333,0.567690167,1.259265667,0.67393515,0.574598567,1.161953333,1.8535995,0.89011865,0.8123918,0.955347067,0.886556267,0.910270733,0.439176633,0.568909333,0.9340229,0.72933915,0.680254067,1.013133278,0.986374833,1.021793933,0.855387,0.822948333,0.94756835,0.890685233,0.93717905,1.033116,0.822501633,1.167836333,1.0118945,1.1976395,1.018799333,0.688627,0.8442818,1.253476,1.215029667,1.115202222,0.6062521,0.654642933,0.95333755,0.852992733,1.058961133,1.0222195,0.9687156,1.141225333,1.046825,1.161199669,1.051292035
1272.809,1.198943556,0.848127933,0.9731802,0.723660067,1.72528675,1.46329025,0.872458633,0.9590806,0.630745175,1.101577,2.250114667,0.5500376,1.236397333,0.656559875,0.557928267,1.134607667,1.8035115,0.86756545,0.78500135,0.936122567,0.867296933,0.8832058,0.427686733,0.549159333,0.916197567,0.70505885,0.6648207,0.988778511,0.964801267,0.997668033,0.8373347,0.8052888,0.93008795,0.871158067,0.91798955,1.00806215,0.804088833,1.137741778,0.9914913,1.168194,0.996284333,0.672348167,0.8257315,1.220447333,1.183464667,1.080399333,0.591748233,0.633231433,0.9326955,0.826733767,1.0321657,0.9910285,0.937238133,1.110701333,1.014874967,1.129127181,1.030096977
1274.738,1.174538111,0.831040267,0.940827733,0.701605667,1.6810675,1.43091425,0.8496203,0.939346967,0.6157667,1.066505,2.211723333,0.5333915,1.214925667,0.640182875,0.5421324,1.108958333,1.75491,0.8475865,0.7601432,0.9165882,0.8489064,0.860044533,0.4169025,0.5306974,0.8993795,0.6832715,0.650328933,0.964127778,0.9448054,0.975087467,0.8205049,0.7884368,0.9140478,0.8526312,0.8998663,0.98580015,0.786746167,1.111133444,0.9727151,1.1405825,0.975019367,0.6567423,0.8081835,1.189957,1.154116,1.048236667,0.578118233,0.613337367,0.9128414,0.802551867,1.006751567,0.96292165,0.908370633,1.082013333,0.985423667,1.098589287,1.009567601
1276.666,1.152084667,0.814549233,0.910014667,0.6804559,1.6421365,1.39926325,0.827937367,0.920660933,0.601365775,1.033165667,2.174125667,0.5173398,1.194307,0.624338125,0.526729467,1.084497,1.7139845,0.82880145,0.73750965,0.897444333,0.8310553,0.838794633,0.406624033,0.513076967,0.883262167,0.66265825,0.636614167,0.940806256,0.9256182,0.9534099,0.8043242,0.7722197,0.89878005,0.834966067,0.8829079,0.96387595,0.770165267,1.086119,0.9545069,1.1141985,0.9545159,0.6415678,0.791231433,1.161245667,1.125428333,1.017276778,0.565073767,0.594396767,0.89338715,0.779884033,0.9825227,0.93647025,0.881063333,1.054729333,0.957380833,1.06952718,0.98968947
1278.594,1.129367333,0.798655133,0.881301767,0.6604765,1.60160975,1.369564,0.807767667,0.903124667,0.587750575,1.001548967,2.137357333,0.5020575,1.174467333,0.6093967,0.5118405,1.061343333,1.6802325,0.81099955,0.7170415,0.880022833,0.814228167,0.8187927,0.396936767,0.496539233,0.868118333,0.6439467,0.623709067,0.919313089,0.907423467,0.932962367,0.78932395,0.7568925,0.88426745,0.8182952,0.86667295,0.94356825,0.754431333,1.061306556,0.9371216,1.089505,0.935111067,0.627728267,0.7750831,1.134674333,1.098477,0.988364511,0.552701867,0.5766241,0.87465845,0.759163367,0.9596506,0.912179975,0.855854067,1.030050233,0.9316151,1.041882235,0.970448207
1280.523,1.106632,0.782958333,0.854139167,0.641426367,1.559364,1.341222,0.7885663,0.886329233,0.574789875,0.971603567,2.101797333,0.487381267,1.154692333,0.595264425,0.497592567,1.039035,1.644664,0.79339225,0.6971186,0.863883767,0.798096633,0.7994925,0.387702667,0.480764167,0.853571,0.62728015,0.6113341,0.898146167,0.8896118,0.9134973,0.77528785,0.742079767,0.870038,0.802346433,0.85009695,0.92496035,0.7392697,1.037809,0.9202189,1.065225,0.916337333,0.6151095,0.7595773,1.109254333,1.072997,0.961323967,0.540816133,0.5599085,0.856237,0.739877733,0.9379074,0.8893099,0.8323381,1.006369533,0.9074682,1.015597215,0.951829604
1282.452,1.088823444,0.768121567,0.828802667,0.623437533,1.51805975,1.314746,0.770491833,0.870436433,0.56256385,0.9437034,2.070485333,0.473369167,1.135627333,0.58198125,0.484118867,1.018063933,1.612298,0.77692555,0.6786361,0.848283,0.7829596,0.781963967,0.378993667,0.4659039,0.839720467,0.6118921,0.5996278,0.878112156,0.872696167,0.8952734,0.76183345,0.728013633,0.8564983,0.787237067,0.8339947,0.90770545,0.724862167,1.015994556,0.904594233,1.0424605,0.898424633,0.6034052,0.744852133,1.085625,1.049147,0.935519344,0.529559633,0.544431667,0.8383714,0.7220844,0.917641867,0.8682338,0.810530867,0.9836344,0.885199433,0.990616973,0.933819702
1284.38,1.069429556,0.753796067,0.8048298,0.6062866,1.47955625,1.28965075,0.7531397,0.855480633,0.55085505,0.9173505,2.040992667,0.459811733,1.116853333,0.569343275,0.471190233,0.998204067,1.5782425,0.7614927,0.6619369,0.832881767,0.768474033,0.765655367,0.370730867,0.451630367,0.826302733,0.59708885,0.5883864,0.8603467,0.856716767,0.8778042,0.74835065,0.714360267,0.843353,0.772668933,0.8186358,0.8895932,0.710978233,0.995239033,0.8899402,1.020818,0.8812032,0.5920529,0.7306011,1.06315,1.026032433,0.910959,0.518816467,0.529724633,0.82094515,0.705171433,0.898079567,0.848380975,0.789833,0.961831133,0.864593167,0.966887423,0.916404698
1286.308,1.049305111,0.7398336,0.782482333,0.590120767,1.44472525,1.26600925,0.736860933,0.8414796,0.539894475,0.892777867,2.011937667,0.4470021,1.098849667,0.557430225,0.458843167,0.979704933,1.5436735,0.74681015,0.64626805,0.818564967,0.754596933,0.7503439,0.362945833,0.4381291,0.8136376,0.583387,0.577721,0.842807056,0.8415471,0.8612797,0.7354587,0.7013144,0.83072645,0.758836267,0.804036,0.87201785,0.697787267,0.9748696,0.8759468,1.00049915,0.8649779,0.581448133,0.717191033,1.042151667,1.004055067,0.888711956,0.5086273,0.515901867,0.80419385,0.689333467,0.879424667,0.8299303,0.770578,0.9415017,0.845930267,0.944354979,0.899570861
1288.237,1.031724,0.726195667,0.761325133,0.5747022,1.412477,1.243281,0.721272667,0.828142333,0.529444575,0.869193667,1.982004333,0.434592233,1.081404,0.546061825,0.446842233,0.961942567,1.5130155,0.73226005,0.6304028,0.804895133,0.741118633,0.735578967,0.3555179,0.425126767,0.801383533,0.570429,0.5674428,0.826111067,0.8268488,0.845414767,0.7232941,0.6887502,0.8185765,0.745355,0.78972865,0.85479705,0.6850541,0.955568689,0.8622851,0.9808584,0.849367133,0.571296933,0.7043379,1.022100767,0.982906433,0.867509844,0.4988616,0.502734267,0.7885607,0.674367233,0.861595333,0.812225125,0.752441467,0.921806767,0.8284847,0.922967408,0.883304628
1290.166,1.012651911,0.713132667,0.741617033,0.560260233,1.38277825,1.22165325,0.706534767,0.815353933,0.519538875,0.847421833,1.952783,0.4226691,1.065154667,0.5353512,0.435465867,0.945260667,1.488172,0.71857445,0.61551685,0.7922607,0.7284793,0.721314633,0.348560533,0.412739667,0.789562167,0.55829165,0.557610667,0.809968711,0.8130327,0.8303716,0.7117854,0.6768174,0.8070022,0.732618467,0.77623795,0.8375065,0.6729359,0.938577278,0.849362867,0.96238795,0.834487667,0.5612316,0.692095633,1.003237067,0.962840567,0.847362511,0.489638133,0.490404233,0.77467365,0.660563867,0.8448921,0.79560645,0.735656067,0.903387533,0.812351333,0.902674269,0.867592674
1292.094,0.996306567,0.700597367,0.7230087,0.546537067,1.35347975,1.20096825,0.692316833,0.802968133,0.510063175,0.826944133,1.924595333,0.411075633,1.049633,0.525080575,0.4246903,0.9294144,1.4626765,0.70547425,0.60231075,0.7805212,0.7164278,0.707834467,0.341970733,0.400753633,0.777991833,0.5467618,0.548167533,0.795497433,0.799699733,0.815869867,0.70013585,0.6652916,0.79588975,0.720380267,0.76350325,0.8190622,0.6611964,0.920870411,0.836903133,0.9445332,0.819978033,0.5515871,0.6802194,0.985245067,0.943375,0.828713622,0.480826533,0.478619233,0.7616977,0.6475138,0.828831067,0.779742475,0.719615467,0.885574667,0.796983633,0.883426212,0.852421829
1294.022,0.9811611,0.688797433,0.705714767,0.5336286,1.32760825,1.18155725,0.6788948,0.7912076,0.501025425,0.8077099,1.897667,0.3999355,1.034828667,0.515373225,0.414537333,0.914634233,1.437677,0.6930408,0.59033045,0.769483767,0.704928633,0.695547833,0.335747,0.389352333,0.7667998,0.5361286,0.5392722,0.781809467,0.786996033,0.802180233,0.6891551,0.654335767,0.78531795,0.708617967,0.7513463,0.8015071,0.649983167,0.903548456,0.825274133,0.9276112,0.806095867,0.543137933,0.668768267,0.968360967,0.925221667,0.810918133,0.4725126,0.4674312,0.7493686,0.635368033,0.813833733,0.764789,0.704666867,0.8687565,0.7825534,0.865174637,0.83777901
1295.951,0.964199389,0.6774176,0.689365133,0.521374267,1.3035985,1.163052,0.665998067,0.7798873,0.492302075,0.7889836,1.870370667,0.389131033,1.020734333,0.50614745,0.404707767,0.9006628,1.4144705,0.68098995,0.57830255,0.758361833,0.693776867,0.683179833,0.3298205,0.378411067,0.7558589,0.52616315,0.530734633,0.767446744,0.774719633,0.7890975,0.679028,0.643814067,0.7747809,0.697167867,0.73922045,0.78579985,0.6391752,0.889709644,0.814323133,0.91149395,0.792728333,0.535502433,0.657575367,0.952036233,0.9079284,0.793694689,0.464611867,0.4567081,0.7372047,0.623927867,0.799740167,0.75035355,0.690466567,0.852905667,0.7685105,0.847872269,0.823651302
1297.88,0.950205067,0.666466367,0.674097367,0.5098366,1.280838,1.145505,0.653758533,0.769061867,0.48394825,0.771152767,1.844509333,0.378812133,1.007559167,0.49734825,0.395262233,0.887540133,1.3928785,0.66964625,0.56684005,0.747433267,0.683179667,0.671015133,0.324267067,0.368048567,0.745305333,0.51662265,0.522568033,0.753925444,0.762988167,0.7766923,0.66879885,0.633872233,0.7647472,0.686221233,0.7275422,0.77097415,0.628898933,0.875631222,0.804005667,0.89637585,0.7799541,0.528760833,0.6469644,0.9365025,0.8915461,0.778263611,0.4571437,0.446630467,0.72546225,0.613157133,0.786514933,0.7366795,0.677181867,0.837840333,0.755300533,0.831473384,0.810026014
1299.808,0.9356512,0.6559949,0.6595765,0.4988775,1.25891225,1.12847725,0.6419171,0.7588404,0.475920625,0.7540993,1.819186667,0.3688621,0.994572967,0.4889072,0.386009667,0.874932833,1.3706525,0.6586887,0.5558416,0.736241567,0.672983733,0.6596618,0.319012333,0.358063333,0.734930133,0.50725785,0.514634633,0.742223311,0.751453,0.7647427,0.6587582,0.624280633,0.75526175,0.675656967,0.71642875,0.756063,0.619021067,0.860905989,0.7940691,0.8816988,0.767493167,0.522552967,0.636758567,0.921752367,0.875720867,0.763281211,0.450019867,0.4370897,0.7135677,0.602823967,0.7736186,0.723421975,0.664462867,0.823094467,0.742781167,0.815933371,0.796890613
1301.736,0.923751778,0.646023767,0.645895167,0.488484633,1.23891675,1.11203,0.630598033,0.749284333,0.468168425,0.738247167,1.794686667,0.359371867,0.982245667,0.480896,0.377088133,0.862797633,1.3490095,0.6482764,0.54551915,0.725154467,0.663274533,0.6488926,0.314075433,0.348593,0.7249624,0.49846305,0.507114567,0.730137044,0.740313667,0.7532923,0.6493551,0.615102767,0.74615175,0.665586833,0.70621905,0.74166915,0.609640833,0.846914267,0.7846589,0.86772825,0.7555791,0.5167395,0.6269815,0.908055867,0.860588067,0.748314933,0.4432849,0.428015567,0.70211925,0.593191433,0.761552433,0.710746875,0.652256833,0.8092352,0.7311317,0.801208575,0.784232665
1303.665,0.915141244,0.6361051,0.632773,0.4784309,1.21926275,1.095899,0.619588333,0.740106,0.460595825,0.7232797,1.770579667,0.350066233,0.970394567,0.473127225,0.3685107,0.851072367,1.328395,0.6380957,0.53547165,0.714504567,0.6538383,0.638141733,0.3093388,0.339477933,0.715235667,0.49015115,0.499915933,0.717985367,0.729372533,0.742231567,0.64031285,0.6061217,0.7371501,0.655827267,0.69648965,0.72787265,0.600582467,0.834508189,0.775217733,0.8543652,0.744026533,0.511522133,0.6174668,0.894809367,0.845947567,0.734766622,0.436801367,0.419170967,0.69146005,0.5841475,0.750089767,0.6983424,0.6403991,0.796087933,0.719884833,0.787256631,0.772039903
1305.594,0.902824578,0.626436,0.6203944,0.4689414,1.2004345,1.0804785,0.609079467,0.731419067,0.453480225,0.709176867,1.747903,0.341128033,0.9588149,0.465774525,0.360441767,0.8400586,1.3081225,0.62829645,0.52603055,0.7044374,0.644782467,0.627928,0.304823167,0.330848267,0.705846733,0.48236945,0.4930645,0.7069578,0.718810733,0.7317943,0.6320448,0.597498667,0.7285054,0.646566567,0.68718555,0.71492505,0.591931667,0.8224783,0.766019867,0.84177265,0.733088767,0.506738033,0.608319033,0.882185,0.832359167,0.722184644,0.430619867,0.410735667,0.68144065,0.575647367,0.739017,0.686532375,0.629388367,0.783815533,0.709145667,0.774036541,0.760300275
1307.522,0.888164622,0.617143133,0.608571,0.4598304,1.18158575,1.0655335,0.5988707,0.723060067,0.44670145,0.6957961,1.726036333,0.3325836,0.9472038,0.458719825,0.352626433,0.829429733,1.2871965,0.6185807,0.5171137,0.6950593,0.6360271,0.617653167,0.3004623,0.322591233,0.6965584,0.47485885,0.486409833,0.697145911,0.708346567,0.721716133,0.62401385,0.589205533,0.72009745,0.637584167,0.6778942,0.70204095,0.583560433,0.810098222,0.757042933,0.8296369,0.722569033,0.502363367,0.599493433,0.870115167,0.8195961,0.7091672,0.424620433,0.402667033,0.6715842,0.5672902,0.728273733,0.6750528,0.6189224,0.771640867,0.6988397,0.761508438,0.749001884
